,name,artist,duration,rank,mbid
972,GOODWAY,MONSTERS OF FOLK,121.0,973,8442a98e-68b1-431f-b3a5-c427e6a70009
973,NOTHING'SEVERGONNASTANDINMYWAY (AGAIN),WILCO,0.0,974,
974,BORN TO FLY,SARA EVANS,336.0,975,03f9cd93-c7a4-4a2e-9cd4-6c8cafd80ae7
975,ONE MORE DAY,DIAMOND RIO,215.0,976,cbff5abd-8e26-4bef-83e1-f5f2c0890607
976,CELEBRITY,BRAD PAISLEY,223.0,977,e6978dde-5063-43e0-b0a0-a909d5a83613
977,GET YOUR SHINE ON,FLORIDA GEORGIA LINE,222.0,978,881a2813-bdbf-40e9-888d-e719083f6a41
978,DADDY LESSONS,BEYONCÉ,0.0,979,
979,ROLLERCOASTER,M. WARD,180.0,980,d1eb2b8b-2d6a-4a75-9a27-1f5c6a5d0985
980,WIGWAM,BOB DYLAN,189.0,981,63e12665-326b-4505-a26d-35cdb198df4f
981,I'M AN ANIMAL,NEKO CASE,136.0,982,
982,WHISKEY LULLABY,BRAD PAISLEY,0.0,983,
983,INCOMPLETE AND INSECURE,THE AVETT BROTHERS,155.0,984,4f1a670b-d97c-4ca5-9a5d-0155bebc5cf2
984,FLAT ON THE FLOOR,CARRIE UNDERWOOD,199.0,985,baced1ca-1901-4800-9d22-ffcee348fe01
985,THE RIVER,GARTH BROOKS,267.0,986,383110b2-1a4b-4403-8b01-3f6059084ac0
986,MEAN EYED CAT,JOHNNY CASH,153.0,987,b1a869d6-fa9a-4b30-97db-a0859d4fa61a
987,I COULD NOT ASK FOR MORE,SARA EVANS,291.0,988,2ba09c51-58bd-4e37-bc39-c25cc6947669
988,MONSOON,ROBBIE WILLIAMS,226.0,989,1b6240bc-3883-47ee-9ae9-34c2cd74fad5
989,READY TO RUN,DIXIE CHICKS,229.0,990,1e6a8155-c8ff-4f2a-b1c8-bb18c23d34c3
990,HIP TO MY HEART,THE BAND PERRY,179.0,991,384c26fe-4a13-454d-9c09-306012244705
991,SUNSHINE ON MY SHOULDERS,JOHN DENVER,323.0,992,0c4f845e-75ac-4c4f-b97c-5bafe76a11e4
992,ON THE EVENING TRAIN,JOHNNY CASH,257.0,993,ec9b7123-7721-4aff-a283-4064cfd38ff7
993,"DAMN, SAM (I LOVE A WOMAN THAT RAINS)",RYAN ADAMS,454.0,994,5461ffe2-688c-46c8-a13b-3759b897978e
994,BLACK SOUL CHOIR,16 HORSEPOWER,295.0,995,e85393ae-1704-42b2-9cad-339b4e4bf318
995,PEOPLE LEAD,BEN HARPER,254.0,996,396dfa19-66ce-4ab5-a768-c0358b62b354
996,REDEMPTION DAY,JOHNNY CASH,262.0,997,45eae55f-999b-4565-b160-082ca64616a4
997,JOE BEAN,JOHNNY CASH,145.0,998,0fce51a0-2e6f-4756-9739-7cc0e9edc19d
998,KIND WOMAN,BUFFALO SPRINGFIELD,252.0,999,95d9dec6-fe9c-4d67-b269-397895103005
999,TENNESSEE FLAT-TOP BOX,JOHNNY CASH,181.0,1000,32c5d62b-fc4c-4c68-9d13-a52c86555502
